title,price,location,URL
1 MONTH FREE! 900sf! Large private deck with City views! ~ J.Wavro,"3,250",SOMA / south beach,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-month-free-900sf-large/7710942329.html
Awesome Views! Rent controlled apartment. Parking available. ~ J.Wavro,"4,025",noe valley,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-awesome-views-rent/7710957955.html
1 Bed 1 Bath Available now! Pet friendly,"1,875",redwood city,https://sfbay.craigslist.org/pen/apa/d/redwood-city-bed-bath-available-now-pet/7706949039.html
Gorgeous furnished or unfurnished apartment in the Castro! ~ J.Wavro,"6,800",Eureka Valley,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-gorgeous-furnished-or/7711413081.html
Spacious 2 Bedroom Duplex,"3,095",Burlingame,https://sfbay.craigslist.org/pen/apa/d/burlingame-spacious-bedroom-duplex/7708926905.html
"Corner 1st Floor| $2,395 Lease End Bonus| Pet Friendly!","2,395",san mateo,https://sfbay.craigslist.org/pen/apa/d/san-mateo-corner-1st-floor-2395-lease/7712450110.html
Remodeled Russian Hill apt! In the back -- very QUIET! ~ J.Wavro,"2,695",russian hill,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-russian-hill/7711107400.html
Spacious rent controlled View apt with a private Deck! ~ J.Wavro,"3,575",cole valley / ashbury hts,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-rent-controlled/7711110036.html
Hayes Valley Studio-Hrwd Flrs-Great Location,"1,585",hayes valley,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-hayes-valley-studio-hrwd/7712430346.html
1 MONTH FREE! Luxury apt! Washer and Dryer in unit! ~ J.Wavro,"3,500",nob hill,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-month-free-luxury-apt/7711111740.html
1 MONTH FREE! Beautiful Vida Condo in the Mission! ~ J.Wavro,"3,950",mission district,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-month-free-beautiful-vida/7711114876.html
Amazing 2x1 Apartment in Down Town San Mateo! RENOVATED!,"3,608",san mateo,https://sfbay.craigslist.org/pen/apa/d/san-mateo-amazing-2x1-apartment-in-down/7711477640.html
1 MONTH FREE! Furnished or Unfurnished! Over 1000sf! ~ J.Wavro,"3,795",SOMA / south beach,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-month-free-furnished-or/7711168943.html
4 WEEKS FREE! Partial GG Bridge view! Laundry credit! ~ J.Wavro,"2,095",nob hill,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-weeks-free-partial-gg/7711370012.html
4 WEEKS FREE! Great location! Laundry credit! ~ J.Wavro,"1,895",nob hill,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-weeks-free-great-location/7711374245.html
"Newly remodel 1bd/ 1ba, with 2 big closets",800,Cow Hollow,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newly-remodel-1bd-1ba/7712446009.html
4 WEEKS FREE! Top Floor Apt. Washer/Dryer in unit! ~ J.Wavro,"3,150",nob hill,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-weeks-free-top-floor-apt/7711374907.html
"Fitness Center, Refrigerator, Ceiling Fans","2,477",belmont,https://sfbay.craigslist.org/pen/apa/d/belmont-fitness-center-refrigerator/7711127513.html
"Great Specials, Limited Time $1500","1,593",pittsburg / antioch,https://sfbay.craigslist.org/eby/apa/d/pittsburg-great-specials-limited-time/7712449767.html
"in Walnut Creek CA, 2/bd 1/ba, Spacious Bathtubs","2,500",walnut creek,https://sfbay.craigslist.org/eby/apa/d/walnut-creek-in-walnut-creek-ca-bd-ba/7711125830.html
"First Floor, Beautifully Remodeled 2x2 w/Private Attached Garage!","3,225",danville / san ramon,https://sfbay.craigslist.org/eby/apa/d/san-ramon-first-floor-beautifully/7712443251.html
1 bedroom at Avalon Mission Bay Minutes From Oracle Park!,"3,550",SOMA / south beach,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bedroom-at-avalon-mission/7712449742.html
"Yoga Classes, Professional Staff, Frontage Golf Course Views","2,765",walnut creek,https://sfbay.craigslist.org/eby/apa/d/walnut-creek-yoga-classes-professional/7711128559.html
Charming 1 Bedroom Available for Rent,"1,825",redwood city,https://sfbay.craigslist.org/pen/apa/d/redwood-city-charming-bedroom-available/7703503051.html
READY to RENT TODAY ፠ New Build! Full LED Lights ᚙ Private Balcony,"2,800",4450 Old Redwood Hwy,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-ready-to-rent-today-new/7708748713.html
TAKE A TOUR 🕚 Resort Setting with Lush Landscaping Wine Country!,"2,750",4450 Old Redwood Hwy,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-take-tour-resort-setting/7706901979.html
2 WEEKS FREE 2bd1bath in West San Jose near all major highways,"3,144",san jose west,https://sfbay.craigslist.org/sby/apa/d/san-jose-weeks-free-2bd1bath-in-west/7712443833.html
Two Bed Ready Now! ⣿ Luxury -- Full LED Lights ᛰ Updated Appliances,"2,800",4450 Old Redwood Hwy,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-two-bed-ready-now-luxury/7703612353.html
Amazing 2x1 Apartment in Down Town San Mateo! RENOVATED! City Views!!,"4,262",san mateo,https://sfbay.craigslist.org/pen/apa/d/san-mateo-amazing-2x1-apartment-in-down/7712449383.html
"1B/1B, Mountain View CA, Hardwood Flooring","3,292",mountain view,https://sfbay.craigslist.org/sby/apa/d/palo-alto-1b-1b-mountain-view-ca/7712449353.html
Gorgeous Single-Level Home in Orinda-Premium Properties,"7,000",lafayette / orinda / moraga,https://sfbay.craigslist.org/eby/apa/d/orinda-gorgeous-single-level-home-in/7703947222.html
Beautiful Victorian House 3br 1.5ba 2 blocks from SJSU,"3,500",san jose downtown,https://sfbay.craigslist.org/sby/apa/d/san-jose-beautiful-victorian-house-3br/7705470054.html
"WiFi Available, 2bd 1ba, In Fremont","2,383",fremont / union city / newark,https://sfbay.craigslist.org/eby/apa/d/fremont-wifi-available-2bd-1ba-in/7712449121.html
Brand New Jr 1 Bedroom with 2 Months Free at Artisan Crossing!,"3,200",belmont,https://sfbay.craigslist.org/pen/apa/d/belmont-brand-new-jr-bedroom-with/7710464218.html
Charming Remodeled Noe Valley Two Bedroom Victorian Flat  ~ J.Wavro,"5,800",noe valley,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-charming-remodeled-noe/7710055391.html
$2400/ 1br -Furnished Studio - Great Monthly Rates! (san jose south,"2,400",san jose south,https://sfbay.craigslist.org/sby/apa/d/san-jose-br-furnished-studio-great/7712428288.html
"$2,750   Remodeled 2 bedroom, 1 bathroom apartment","2,750",south san francisco,https://sfbay.craigslist.org/pen/apa/d/south-san-francisco-2750-remodeled/7712448996.html
Nob Hill Two Bedroom Two Bath with Parking ~ J.Wavro,"3,800",nob hill,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-nob-hill-two-bedroom-two/7711032284.html
Three Bedroom Sutro Heights Condo with Ocean View ~ J.Wavro,"6,995",Sutro Heights,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-three-bedroom-sutro/7711039088.html
Remodeled Studio in the Heart of the Mission ~ J.Wavro,"1,925",mission district,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-studio-in-the/7711047722.html
MOVE-IN BONUS* | Large 1 Bedroom 950 sf w/Office or Dining Room+More!,"2,995",oakland lake merritt / grand,https://sfbay.craigslist.org/eby/apa/d/oakland-move-in-bonus-large-bedroom-950/7711451424.html
Top Floor Studio w/Secured Entry + Laundry // WALKER'S PARADISE!,"1,695",oakland lake merritt / grand,https://sfbay.craigslist.org/eby/apa/d/oakland-top-floor-studio-secured-entry/7703449534.html
Edwardian Style Mission Dist 3bd/1ba w/private deck ~ J.Wavro,"3,900",mission district,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-edwardian-style-mission/7710939638.html
Roommate wanted to share a nice house with young professionals,950,san jose downtown,https://sfbay.craigslist.org/sby/apa/d/san-jose-roommate-wanted-to-share-nice/7712448662.html
"Lower Pacific Heights/Japantown 1bed w/balcony,pkg avail ~ J.Wavro","2,695",lower pac hts,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-lower-pacific-heights/7710940670.html
"Remodeled Twin Peaks Apt w/new kit, new carpet, pkg incl ~ J.Wavro","2,600",twin peaks / diamond hts,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-twin-peaks-apt/7710941363.html
"Courtyard Lounge, Private Balcony, Private Patio","2,399",santa clara,https://sfbay.craigslist.org/sby/apa/d/santa-clara-courtyard-lounge-private/7712448604.html
Self Guided Tours Now Available!,"2,419",dublin / pleasanton / livermore,https://sfbay.craigslist.org/eby/apa/d/dublin-self-guided-tours-now-available/7712448592.html
GATED / FLEX TERMS (Furnished or Unfurnished) w/TONS of Amenities!,"2,695",oakland hills / mills,https://sfbay.craigslist.org/eby/apa/d/oakland-gated-flex-terms-furnished-or/7711505608.html
Large Top Floor Pacific Heights 1bd w/pkg avail ~ J.Wavro,"3,448",pacific heights,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-top-floor-pacific/7711033889.html
Rent Today and Enjoy $1000 off! Limited Time Special!,"2,287",novato,https://sfbay.craigslist.org/nby/apa/d/novato-rent-today-and-enjoy-1000-off/7712448576.html
Westwood Park Edwardian Style 3bd/1ba House ~ J.Wavro,"5,750",Westwood Park,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-westwood-park-edwardian/7711391180.html
"Upper Market 2bd/1ba w/views, pkg avail, new kit+bath ~ J.Wavro","3,650",Eureka Valley,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-upper-market-2bd-1ba/7711414832.html
"Quiet street in Elmwood, safe area near restaurants and shops","2,025",Berkeley,https://sfbay.craigslist.org/pen/apa/d/berkeley-quiet-street-in-elmwood-safe/7710988547.html
"2bd 1ba, New playground equipment, Located in Gilroy","2,638",gilroy,https://sfbay.craigslist.org/sby/apa/d/san-juan-bautista-2bd-1ba-new/7712448508.html
1 & 2 Bedrooms Available! ONE MONTH FREE! Schedule Tour Today!,"2,285",san leandro,https://sfbay.craigslist.org/eby/apa/d/san-leandro-bedrooms-available-one/7712448455.html
"Laundry Facility, Smart Home Technology, Dishwasher","2,615",fremont / union city / newark,https://sfbay.craigslist.org/eby/apa/d/fremont-laundry-facility-smart-home/7712448436.html
South Facing 1 Bed/1 Bath w/storage ~ J.Wavro,"2,800",alamo square / nopa,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-south-facing-bed-bath/7709130876.html
Bright Studio Over Backyard ~ J.Wavro,"2,200",alamo square / nopa,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-studio-over/7711393458.html
"Luxury, Location & Convenience at La Moraga!","2,725",san jose south,https://sfbay.craigslist.org/sby/apa/d/san-jose-luxury-location-convenience-at/7712448342.html
"Call to Schedule a Tour! RARE FIND, Apartment w/ Private Garage","3,286",santa clara,https://sfbay.craigslist.org/sby/apa/d/santa-clara-call-to-schedule-tour-rare/7712448217.html
"Remodeled, Top Floor 1 Bedroom w/Video Entry, Elevator, Internet+MORE!","2,315",oakland lake merritt / grand,https://sfbay.craigslist.org/eby/apa/d/oakland-remodeled-top-floor-bedroom/7711513438.html
"in Millbrae CA, Walk-In Closets, 1bd 1ba","3,450",san mateo,https://sfbay.craigslist.org/pen/apa/d/millbrae-in-millbrae-ca-walk-in-closets/7711844314.html
Prime Russian Hill 2bd w/ W/D in Unit and Deck! Must See! ~ J.Wavro,"3,350",russian hill,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-prime-russian-hill-2bd-w/7710678741.html
Prime Marina Bright Remodeled 2nd Floor 1bd w/ HW Floors! ~ J.Wavro,"2,995",marina / cow hollow,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-prime-marina-bright/7710954541.html
Must See Bright Remodeled Top Floor 1bd w/ HW Floors! ~ J.Wavro,"2,850",russian hill,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-must-see-bright-remodeled/7710957294.html
Wow! Corner Studio w/ Panoramic Views ~ J.Wavro,"2,595",cole valley / ashbury hts,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-wow-corner-studio/7711036972.html
"LIMITED TIME EXCLUSIVE OVER $3,000 SPECIAL BONUS SCOTIA LUXUAPARTMENTS","3,155",san jose south,https://sfbay.craigslist.org/sby/apa/d/san-jose-limited-time-exclusive-over/7709514189.html
"Green Building, Quartz countertops, BBQ Area","3,353",SOMA / south beach,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-green-building-quartz/7711101560.html
Spacious Remodeled Bright SOMA 1bd Loft w/ W/D & Parking! ~ J.Wavro,"2,995",SOMA / south beach,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-remodeled-bright/7711115743.html
"Onsite Management, Soundproof Walls, Refrigerator","3,392",mountain view,https://sfbay.craigslist.org/sby/apa/d/palo-alto-onsite-management-soundproof/7711566305.html
Bright Remodeled 1bd w/ HW Floors! Prime Location! ~ J.Wavro,"2,850",cole valley / ashbury hts,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-remodeled-1bd-hw/7711116685.html
"8 Weeks FREE!  Top Floor, Near Everywhere You Want To Be, W/D","3,018",SOMA / south beach,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-weeks-free-top-floor-near/7712447883.html
Spacious Studio Apartment 0T2-608 at Avalon at Mission Bay,"3,080",SOMA / south beach,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-studio-apartment/7712447828.html
"The Alexandria Lakefront GORGEOUS 1 Bedroom w/Rooftop Deck, Internet","2,695",oakland lake merritt / grand,https://sfbay.craigslist.org/eby/apa/d/oakland-the-alexandria-lakefront/7711510370.html
"STEAL THIS DEAL ! $1300 MONTH, TOUR TODAY, LEASE TODAY","1,300",vallejo / benicia,https://sfbay.craigslist.org/eby/apa/d/vallejo-steal-this-deal-month-tour/7712447743.html
"Built in produce drawers in panty*, Lobby attendant, Dog Run & Pet Spa","3,504",hayes valley,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-built-in-produce-drawers/7712447731.html
Wow! Brand New Bright Remodeled 1bd w/ HW Floors!  ~ J.Wavro,"2,295",tenderloin,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-wow-brand-new-bright/7710953848.html
"Top Floor Studio! New Appliances, Hardwood Floors","1,550",oakland rockridge / claremont,https://sfbay.craigslist.org/eby/apa/d/oakland-top-floor-studio-new-appliances/7703451546.html
"Desirable Top Floor, One Bedroom in Millbrae","2,200",millbrae,https://sfbay.craigslist.org/pen/apa/d/millbrae-desirable-top-floor-one/7711658118.html
"Clubhouse, Large Closets, 2 Bed","2,899",santa clara,https://sfbay.craigslist.org/sby/apa/d/santa-clara-clubhouse-large-closets-bed/7703895259.html
Charming Remodeled Furnished Garden Jr One Bed! Great Loc! ~ J.Wavro,"3,500",pacific heights,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-charming-remodeled/7710958640.html
Prime Nob Hill Remodeled Ground Floor 1bd w/ HW Floors! ~ J.Wavro,"2,350",nob hill,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-prime-nob-hill-remodeled/7711185247.html
Spacious Remodeled Top Floor 2/2 w/ Parking & Roof Deck! ~ J.Wavro,"4,650",SOMA / south beach,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-remodeled-top/7711637824.html
Must See Bright Spacious Remodeled 1bd Apt w/ HW Floors! ~ J.Wavro,"2,495",tenderloin,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-must-see-bright-spacious/7711792752.html
"Fremont CA, Microwave, 1 Bed","2,230",alameda,https://sfbay.craigslist.org/eby/apa/d/fremont-fremont-ca-microwave-bed/7709104743.html
Bright Remodeled Backside Quite Studio Apt!  Must See! ~ J.Wavro,"1,595",lower nob hill,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-remodeled-backside/7710955993.html
Super Cute New Remodeled Prime Nob Hill 1bd!  ~ J.Wavro,"2,250",nob hill,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-super-cute-new-remodeled/7711632559.html
Cozy and Charming Apt/Studio Available Now Beautiful Senior Community,"1,067",napa county,https://sfbay.craigslist.org/nby/apa/d/napa-cozy-and-charming-apt-studio/7712447515.html
"LOOK, LEASE, TOUR! 1 MONTH OFF ON US! CALL NOW!","3,405",san jose east,https://sfbay.craigslist.org/sby/apa/d/san-jose-look-lease-tour-month-off-on/7708257160.html
Wow! Must See Polk Gulch Top Floor Remodeled Corner 2bd! ~ J.Wavro,"3,350",nob hill,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-wow-must-see-polk-gulch/7711634660.html
"Air Conditioning, Private Patio, Onsite Management","2,266",campbell,https://sfbay.craigslist.org/sby/apa/d/campbell-air-conditioning-private-patio/7711126340.html
"401 Derby Avenue, Oakland, CA","2,110",oakland east,https://sfbay.craigslist.org/eby/apa/d/oakland-401-derby-avenue-oakland-ca/7712423311.html
Discover Beautiful Culture Living Lampwork Lofts in West Oakland,"1,554",oakland west,https://sfbay.craigslist.org/eby/apa/d/oakland-discover-beautiful-culture/7712396288.html
"Microwave, Located in Oakland, 1/bd","1,745",oakland lake merritt / grand,https://sfbay.craigslist.org/eby/apa/d/oakland-microwave-located-in-oakland-bd/7712447314.html
Two Bedroom w/ Large Office in Fantastic Loc. w/ W/D In Unit ~ J.Wavro,"4,500",lower pac hts,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-two-bedroom-large-office/7711031253.html
"Modern Studio, W/D, Roof Deck! ~ J.Wavro","2,295",downtown / civic / van ness,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-modern-studio-d-roof-deck/7711066681.html
"Public art plaza, Backyard terrace with pizza oven, Skybox lounge","3,925",SOMA / south beach,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-public-art-plaza-backyard/7712447249.html
"Huge 1600+ sq ft 2bd/1.5ba w/ Office Space, Parking, W/D ~ J.Wavro","5,450",russian hill,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-huge-1600-sq-ft-2bd-15ba/7711078423.html
Expansive 1367 sq ft Loft w/ Towering Ceilings ~ J.Wavro,"3,725",SOMA / south beach,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-expansive-1367-sq-ft-loft/7711085015.html
Live Work Loft Apartment -TWO MONTHS FREE!,"2,600",Oakland,https://sfbay.craigslist.org/eby/apa/d/oakland-live-work-loft-apartment-two/7712442676.html
Brand New construction - 2 level 3 bed 2 bath - Elmwood ~ J.Wavro,"4,495",berkeley,https://sfbay.craigslist.org/eby/apa/d/berkeley-brand-new-construction-level/7711086008.html
1 bed/1 bath available 3/16,"3,435",mountain view,https://sfbay.craigslist.org/pen/apa/d/mountain-view-bed-bath-available-16/7712447106.html
SoMa Apartment ~ J.Wavro,"2,000",SOMA / south beach,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-soma-apartment-jwavro/7711087719.html
FRANCISCAN APARTMENTS A PLACE TO CALL HOME,"1,610",vallejo / benicia,https://sfbay.craigslist.org/eby/apa/d/vallejo-franciscan-apartments-place-to/7712446468.html
Light-Filled Spacious Corner 2/1 w/ Walk-In ~ J.Wavro,"3,950",marina / cow hollow,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-light-filled-spacious/7711088702.html
"In Burlingame, Private Patio or Balcony, 2BD 1.5BA","3,906",burlingame,https://sfbay.craigslist.org/pen/apa/d/millbrae-in-burlingame-private-patio-or/7712447060.html
"Spacious 3bd w/ Modern Kitchen, Laundry ~ J.Wavro","4,500",lower pac hts,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-3bd-modern/7711094340.html
Spectacular Bridge Views in Elegant Presidio Heights  ~ J.Wavro,"12,500",laurel hts / presidio,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spectacular-bridge-views/7711097583.html
"1BD 1BA, Gas Ranges, Pet Spa w/ Dog Washing Station","3,672",burlingame,https://sfbay.craigslist.org/pen/apa/d/burlingame-1bd-1ba-gas-ranges-pet-spa/7710433039.html
Furnished Studio - Great Monthly Rates!,"1,064",South San Francisco,https://sfbay.craigslist.org/sfc/apa/d/south-san-francisco-furnished-studio/7712446978.html
"1br, 1ba apt, convenient Inner Sunset location!","2,000",inner sunset / UCSF,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1br-1ba-apt-convenient/7706580345.html
Bright and Spacious 1bed/1bath Condo near BART & Shopping ~ J.Wavro,"2,895",millbrae,https://sfbay.craigslist.org/pen/apa/d/millbrae-bright-and-spacious-1bed-1bath/7711172795.html
"1bd 1ba, Located in Belmont, Gas Stove","2,578",belmont,https://sfbay.craigslist.org/pen/apa/d/belmont-1bd-1ba-located-in-belmont-gas/7712446812.html
Remodeled 3 bed Full Floor Flat - Russian Hill / N. Beach ~ J.Wavro,"4,200",russian hill,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-bed-full-floor/7711175073.html
"24-Hour Gym, Expansive Pet Park, And More! Live at Vineyard Creek","2,720",santa rosa,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-24-hour-gym-expansive-pet/7712446730.html
Remodeled 2 bedroom Mission/Bernal border + Parking ~ J.Wavro,"3,000",bernal heights,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-bedroom-mission/7711178063.html
"Price Drop! Open Floor Plan, Corner Unit, HUGE Balcony! Call Now","1,725",campbell,https://sfbay.craigslist.org/sby/apa/d/campbell-price-drop-open-floor-plan/7712446660.html
"2/bd, Nearby Shopping, Cable Ready","2,595",san jose south,https://sfbay.craigslist.org/sby/apa/d/san-jose-bd-nearby-shopping-cable-ready/7712446646.html
"Located in San Jose, 2bd 2ba, Spacious Floor Plans","3,800",san jose north,https://sfbay.craigslist.org/sby/apa/d/san-jose-located-in-san-jose-2bd-2ba/7712446626.html
"Quartz Countertops & Backsplashes, Dog Park","4,796",burlingame,https://sfbay.craigslist.org/pen/apa/d/burlingame-quartz-countertops/7712446622.html
Bright and Spacious Marina Dist Studio  ~ J.Wavro,"2,300",marina / cow hollow,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-and-spacious/7711424937.html
"Hardwood-Style Flooring, Bocce Ball Court, Dishwasher","2,263",foster city,https://sfbay.craigslist.org/pen/apa/d/san-mateo-hardwood-style-flooring-bocce/7712446616.html
Ground Floor Grey Quarts 2 bedroom!,"3,394",dublin / pleasanton / livermore,https://sfbay.craigslist.org/eby/apa/d/pleasanton-ground-floor-grey-quarts/7712446618.html
"Private Balcony, Reliable Cell Reception, Dishwasher","3,316",palo alto,https://sfbay.craigslist.org/pen/apa/d/palo-alto-private-balcony-reliable-cell/7711126859.html
"Online Rental Payments, Close to Old Alvarado Park, 1BD 1BA","2,488",fremont / union city / newark,https://sfbay.craigslist.org/eby/apa/d/union-city-online-rental-payments-close/7712446558.html
Bright Top Floor Inner Sunset 2bed/1bath w/Parking ~ J.Wavro,"3,200",inner sunset / UCSF,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-top-floor-inner/7711449642.html
Nicely Remodeled Richmond Flat w/Parking&Yard ~ J.Wavro,"4,495",richmond / seacliff,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-nicely-remodeled-richmond/7711452098.html
"Wood-Style Flooring, Package Receiving, Outdoor BBQ","2,342",berkeley,https://sfbay.craigslist.org/eby/apa/d/berkeley-wood-style-flooring-package/7712446454.html
"High-speed internet in area, Dry sauna, Access gate","2,650",fremont / union city / newark,https://sfbay.craigslist.org/eby/apa/d/fremont-high-speed-internet-in-area-dry/7712442444.html
Full renovated Richmond Dist. Single Family Home ~ J.Wavro,"7,250",richmond / seacliff,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-full-renovated-richmond/7711453875.html
2Bed 2Bath Apartment in a Great Location!!!,"3,456",santa clara,https://sfbay.craigslist.org/sby/apa/d/santa-clara-2bed-2bath-apartment-in/7712446410.html
SAVE! SAVE! SAVE! - Get $750 Off 1st Month + 50% Off Deposit,"2,518",petaluma,https://sfbay.craigslist.org/nby/apa/d/petaluma-save-save-save-get-750-off-1st/7712446400.html
Completely Renovated Serene 2bed San Carlos  ~ J.Wavro,"2,995",san carlos,https://sfbay.craigslist.org/pen/apa/d/san-carlos-completely-renovated-serene/7711477293.html
"Additional Storage, 1 bedroom, in Castro Valley CA","2,192",hayward / castro valley,https://sfbay.craigslist.org/eby/apa/d/hayward-additional-storage-bedroom-in/7712446325.html
Spacious and Bright Newer Construction 1bed Luxury Condo ~ J.Wavro,"2,995",san mateo,https://sfbay.craigslist.org/pen/apa/d/san-mateo-spacious-and-bright-newer/7711488282.html
"View #30 Today! Beautiful Corner Apartment, Upstairs, Natural Lighting","1,795",campbell,https://sfbay.craigslist.org/sby/apa/d/campbell-view-30-today-beautiful-corner/7712440998.html
"You Can't Beat This Price, 2x2 Coming Soon - $1500 ON US!","3,850",los gatos,https://sfbay.craigslist.org/sby/apa/d/los-gatos-you-cant-beat-this-price-2x2/7712446309.html
Pac Heights/Cow Hollow 1bed w/Parking & Laundry ~ J.Wavro,"2,895",pacific heights,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pac-heights-cow-hollow/7711521663.html
Top Floor 4 bed Full Floor Flat - Russian Hill / N. Beach ~ J.Wavro,"5,500",russian hill,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-bed-full-floor/7711701605.html
"1 BD, Close to Davey Glen Park, Situated in Belmont!","3,266",belmont,https://sfbay.craigslist.org/pen/apa/d/belmont-bd-close-to-davey-glen-park/7712446254.html
Renovated apartments with stainless steal appliances! + 1 month free!,"2,605",san jose east,https://sfbay.craigslist.org/sby/apa/d/san-jose-renovated-apartments-with/7712446214.html
It’s time to start living the real life at Bell Uptown District,"2,105",oakland downtown,https://sfbay.craigslist.org/eby/apa/d/oakland-its-time-to-start-living-the/7712446187.html
"Social Lounge with Kitchen, Open Floor Plans, Non-Smoking Community","3,371",milpitas,https://sfbay.craigslist.org/sby/apa/d/milpitas-social-lounge-with-kitchen/7712446160.html
LIMITED FLOORPLAN: Spacious Large 1-Bedroom Corner Home! RENT TODAY!,"3,460",santa clara,https://sfbay.craigslist.org/sby/apa/d/santa-clara-limited-floorplan-spacious/7712446107.html
1 Month for Free on the 2nd Full Month!!!!,"2,395",sunnyvale,https://sfbay.craigslist.org/sby/apa/d/sunnyvale-month-for-free-on-the-2nd/7712446079.html
"Refrigerator, WiFi Available, Playground","2,630",fremont / union city / newark,https://sfbay.craigslist.org/eby/apa/d/fremont-refrigerator-wifi-available/7712446068.html
"February FREE! 2x1.5 in Bennett Valley! Fitness Room, BBQ, Pool!","2,350",santa rosa,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-february-free-2x15-in/7710213862.html
Brand New Senior Apartments OPEN HOUSE 1/30/24 & 2/2/24!!!,"1,500",danville / san ramon,https://sfbay.craigslist.org/eby/apa/d/dublin-brand-new-senior-apartments-open/7712436918.html
"1 Story Mediterranean Bungalow style,","1,750",oakland lake merritt / grand,https://sfbay.craigslist.org/eby/apa/d/oakland-story-mediterranean-bungalow/7703203477.html
Spacious Hardwood Floor Studio/Bath near the SF Opera and Ballet,"1,795",downtown / civic / van ness,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-hardwood-floor/7712445856.html
"Parking Type: Multiple, Stone Counters","2,352",foster city,https://sfbay.craigslist.org/pen/apa/d/san-mateo-parking-type-multiple-stone/7711819760.html
Remodeled Two Bedrooms/3167 California,"2,795",pacific heights,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-two-bedrooms/7712445749.html
2 bedroom 2.5 bath Remodeled Through-out Burlingame,"3,950",san mateo,https://sfbay.craigslist.org/pen/apa/d/burlingame-bedroom-25-bath-remodeled/7706873435.html
